1,2,3,type
55,0,97,4
38,-1,76,1
38,5,102,1
49,-1,83,1
37,-1,77,1
45,-1,108,1
37,0,77,1
56,0,96,1
46,0,81,1
55,0,77,4
57,3,97,1
55,0,77,4
45,0,87,1
53,0,81,1
42,0,77,1
55,0,77,4
37,0,80,1
47,0,87,1
37,0,76,1
37,0,80,1
45,-4,85,1
54,15,95,4
48,3,85,1
44,4,81,1
56,0,77,4
55,0,96,4
56,0,97,4
55,0,77,4
44,0,76,1
51,0,79,1
56,0,79,1
55,0,77,4
45,1,93,1
39,-4,81,1
55,-1,87,1
39,0,79,1
38,0,83,1
55,0,93,4
56,0,108,1
37,0,79,1
38,3,75,1
49,0,106,1
53,3,84,1
55,0,80,1
37,4,79,1
37,0,76,1
46,0,77,1
79,0,84,5
56,0,79,4
42,-2,77,1
49,-5,89,1
56,0,96,4
38,0,82,1
43,0,86,1
53,0,86,1
42,1,89,1
80,3,84,5
37,1,82,1
37,0,80,1
49,1,81,1
55,-1,77,4
38,3,77,1
52,4,88,1
40,0,88,1
37,0,75,1
37,0,104,1
43,0,80,1
50,-3,81,1
37,0,82,1
37,0,79,1
53,1,85,1
46,3,79,1
37,2,79,1
37,0,77,1
37,0,104,1
37,-1,97,1
49,-1,86,1
37,0,74,1
51,0,78,1
37,0,95,1
76,0,80,5
49,0,86,1
53,4,79,1
49,-3,89,1
52,-3,81,1
41,-1,106,1
45,0,79,1
44,0,76,1
46,3,83,1
37,0,83,1
37,0,79,1
37,0,106,1
56,0,77,4
44,3,81,1
43,-2,86,1
41,0,79,1
37,0,83,1
108,-4,109,5
56,0,86,1
56,0,89,1
37,0,79,1
45,0,77,1
37,0,81,1
53,4,87,1
37,0,95,1
37,0,77,1
37,0,77,1
43,0,78,1
55,0,78,4
37,0,90,1
45,-3,79,1
37,0,79,1
56,0,81,4
44,0,77,1
44,0,86,1
56,4,77,4
41,-2,76,1
55,-3,78,4
41,-2,81,1
53,-3,83,1
38,-2,76,1
37,0,76,1
37,0,77,1
44,0,81,1
37,0,77,1
40,3,77,1
56,0,79,4
42,-1,83,1
45,0,86,1
45,-5,79,1
37,0,97,1
43,-5,81,1
44,0,81,1
56,0,86,1
84,0,88,5
55,0,98,4
38,0,109,1
58,1,85,1
48,0,88,1
42,2,81,1
37,0,106,1
47,0,90,1
46,0,84,1
53,0,77,1
55,-1,98,4
53,0,108,1
56,0,96,4
51,0,82,1
55,0,78,4
37,0,81,1
37,0,76,1
37,0,76,1
37,0,91,1
45,3,93,1
49,0,111,1
37,0,81,1
49,3,87,1
42,-1,90,1
48,0,77,1
37,0,105,1
44,2,75,1
37,-4,76,1
37,0,81,1
37,0,83,1
44,1,90,1
42,0,81,1
41,0,86,1
49,-2,81,1
56,0,98,4
37,1,86,1
41,3,76,1
37,1,81,1
37,0,84,1
55,2,75,4
56,0,79,4
64,1,113,1
57,-3,91,1
37,0,92,1
37,0,83,1
37,0,98,1
48,0,88,1
46,0,86,1
43,-2,76,1
53,0,80,1
48,-3,77,1
45,0,90,1
56,7,74,4
37,0,77,1
38,3,75,1
55,0,94,4
55,-1,80,4
50,0,106,1
39,-6,90,1
45,0,107,1
46,-1,93,1
42,0,82,1
49,0,81,1
68,72,82,2
42,4,84,1
50,0,78,1
56,0,95,4
52,1,78,1
44,0,83,1
56,0,78,4
43,0,81,1
37,0,76,1
42,0,77,1
37,0,77,1
37,0,80,1
37,0,108,1
37,-4,97,1
37,0,104,1
46,3,86,1
41,0,88,1
47,-5,84,1
55,0,83,4
38,0,78,1
37,0,104,1
46,1,83,1
56,0,77,4
38,-7,76,1
37,0,95,1
46,-1,82,1
53,0,86,1
37,0,77,1
41,-2,81,1
37,0,84,1
51,1,82,1
43,-2,76,1
55,0,77,4
47,4,85,1
56,5,97,4
41,0,80,1
44,-1,106,1
43,-3,75,1
37,0,79,1
37,-2,108,1
55,-2,98,4
47,5,84,1
41,3,83,1
37,0,79,1
37,0,76,1
37,0,80,1
55,0,95,4
44,1,102,1
55,-2,77,4
55,-1,77,4
56,4,98,4
37,0,81,1
37,0,77,1
45,0,88,1
78,0,82,5
46,0,88,1
50,4,83,1
43,-5,99,1
46,0,82,1
55,0,77,4
50,0,78,1
51,0,80,1
37,0,83,1
44,-104,88,1
55,0,82,4
47,-5,84,1
37,5,76,1
48,-1,87,1
56,0,77,4
40,0,89,1
51,0,80,1
49,2,102,1
42,0,96,1
55,0,81,4
37,-3,78,1
45,0,86,1
51,0,86,1
55,0,77,4
45,0,85,1
37,0,84,1
43,0,79,1
50,3,77,1
44,0,89,1
49,0,83,1
56,0,78,4
37,-13,77,1
55,-2,98,4
46,0,77,1
56,0,81,4
55,0,92,4
43,0,76,1
37,0,75,1
81,0,85,5
53,0,82,1
37,-1,90,1
44,0,79,1
37,0,83,1
37,-3,79,1
56,1,97,4
45,-1,74,1
45,0,84,1
45,5,82,1
37,0,80,1
37,0,77,1
39,0,81,1
56,2,91,1
42,1,86,1
50,0,81,1
55,0,93,4
79,0,83,5
37,0,80,1
50,2,107,1
41,1,76,1
55,0,77,4
39,0,80,1
41,0,87,1
46,0,77,1
55,0,76,4
55,0,77,4
38,-1,82,1
82,0,85,5
53,0,103,1
51,5,102,1
45,0,79,1
53,-6,81,1
56,0,97,4
54,-3,83,1
37,0,76,1
81,0,84,5
49,0,81,1
102,-2,103,5
37,0,80,1
37,3,77,1
78,1,82,5
85,0,88,5
49,0,95,1
55,0,76,4
51,0,86,1
44,4,81,1
55,0,98,4
56,4,79,1
49,1,83,1
106,4,108,5
58,3,87,1
37,0,76,1
37,0,76,1
105,1,106,5
40,0,78,1
41,1,106,1
42,0,76,1
56,0,95,4
43,0,82,1
51,-4,88,1
81,0,84,5
85,0,88,5
45,0,83,1
37,0,76,1
55,0,96,1
56,0,95,1
37,0,81,1
42,-1,88,1
56,-1,97,4
37,0,91,1
56,0,79,4
37,0,106,1
37,0,76,1
49,-4,81,1
59,-2,84,1
44,2,81,1
43,0,87,1
43,0,80,1
37,0,77,1
41,1,76,1
45,3,102,1
55,0,95,4
37,0,93,1
56,0,83,1
49,0,87,1
56,0,95,4
55,-1,77,4
55,0,98,4
56,5,87,1
41,0,83,1
37,0,78,1
37,0,94,1
37,0,76,1
37,0,75,1
39,0,77,1
55,0,82,1
56,-2,107,1
40,0,78,1
49,2,78,1
45,0,81,1
51,2,86,1
51,-2,86,1
44,4,84,1
56,0,77,4
46,0,81,1
41,0,88,1
41,0,77,1
49,0,79,1
37,0,97,1
37,0,98,1
38,0,107,1
37,0,76,1
41,2,83,1
46,0,88,1
45,-1,77,1
37,-4,77,1
55,0,93,4
55,0,77,4
48,2,87,1
55,0,77,4
55,0,77,4
106,0,107,5
37,0,80,1
37,0,82,1
37,0,77,1
49,0,78,1
56,0,97,4
49,-1,84,1
55,0,77,4
57,1,86,1
45,0,83,1
44,0,83,1
45,-1,79,1
45,-1,81,1
81,0,84,5
55,0,96,4
52,-1,84,1
37,1,111,1
45,0,81,1
56,4,92,4
55,0,92,4
104,5,105,5
37,0,80,1
56,0,92,4
55,3,78,4
51,0,87,1
37,-1,77,1
46,5,77,1
37,0,77,1
37,0,81,1
47,2,95,1
37,0,103,1
46,2,77,1
55,-1,85,1
56,0,91,4
55,-4,78,1
79,0,83,5
53,0,90,1
37,-3,76,1
37,0,76,1
51,0,77,1
37,-2,75,1
55,0,77,4
43,-4,87,1
39,5,102,1
37,0,107,1
55,-2,80,4
37,0,75,1
39,0,81,1
42,0,82,1
56,0,81,4
49,28,77,2
52,-2,83,1
37,0,86,1
37,0,107,1
43,0,76,1
48,-5,86,1
37,0,76,1
51,-2,80,1
37,-1,77,1
37,0,105,1
37,0,97,1
37,0,77,1
44,5,77,1
46,0,83,1
45,5,74,1
38,0,80,1
83,1,86,5
40,0,110,1
45,0,86,1
85,0,88,5
37,0,104,1
37,0,76,1
59,0,87,1
48,3,79,1
49,0,88,1
37,0,77,1
104,3,105,5
54,-4,79,1
53,0,77,1
44,0,77,1
52,3,84,1
44,1,83,1
45,-2,77,1
37,0,78,1
37,0,77,1
56,0,81,4
56,0,95,4
38,-2,77,1
56,0,81,4
41,0,77,1
53,0,88,1
37,0,77,1
51,1,80,1
54,-1,81,1
37,0,80,1
41,-1,78,1
51,2,77,1
55,0,79,4
56,0,79,4
41,0,87,1
37,0,95,1
53,0,81,1
37,0,76,1
37,-1,76,1
38,2,76,1
37,0,106,1
37,4,77,1
37,0,81,1
55,0,79,4
55,0,77,4
41,0,79,1
55,0,80,4
37,0,77,1
55,0,77,4
55,0,94,4
56,0,79,1
42,0,86,1
41,0,81,1
45,0,107,1
43,0,75,1
55,0,79,4
48,0,83,1
45,0,74,1
55,0,96,4
37,0,76,1
46,0,84,1
37,0,77,1
37,0,78,1
56,0,88,1
45,4,84,1
37,4,80,1
37,0,77,1
37,0,102,1
53,-3,88,1
41,4,76,1
45,0,86,1
53,-1,81,1
56,0,97,4
44,4,85,1
80,0,84,5
84,0,88,5
37,-5,81,1
47,2,79,1
43,0,86,1
37,0,92,1
56,-1,95,4
39,1,81,1
48,0,79,1
53,0,88,1
46,-4,79,1
37,0,77,1
44,0,84,1
55,0,77,4
37,0,79,1
60,0,84,1
55,0,77,4
42,-3,79,1
55,0,77,4
42,-2,87,1
41,0,86,1
45,-4,79,1
37,0,80,1
42,2,86,1
37,0,98,1
37,0,77,1
38,0,102,1
47,0,78,1
37,0,76,1
41,0,76,1
37,0,75,1
46,1,79,1
37,-20,80,1
55,1,88,1
56,-4,81,1
45,0,87,1
55,-1,95,1
49,5,80,1
51,0,85,1
38,0,77,1
46,4,79,1
104,-1,106,5
44,-5,83,1
37,2,99,1
56,0,96,1
37,1,90,1
46,4,79,1
51,0,86,1
43,-2,76,1
42,1,102,1
37,0,74,1
44,0,88,1
37,0,76,1
56,0,99,4
56,0,96,1
37,0,78,1
37,0,78,1
45,2,82,1
41,0,79,1
79,0,83,5
37,0,78,1
41,0,84,1
37,0,76,1
53,-4,82,1
55,-2,84,1
37,0,76,1
56,0,80,1
41,0,106,1
37,0,76,1
75,-47,107,3
38,0,77,1
46,0,85,1
55,0,78,4
38,0,80,1
53,0,86,1
42,0,79,1
37,0,83,1
58,2,80,1
49,-1,77,1
37,0,79,1
46,0,90,1
42,-1,81,1
40,0,89,1
56,0,107,1
53,2,80,1
37,-4,109,1
49,0,81,1
53,-2,87,1
56,0,84,1
41,0,79,1
53,3,81,1
48,-1,83,1
55,0,79,4
46,0,79,1
45,0,90,1
39,-2,76,1
55,3,93,1
37,0,76,1
43,0,81,1
49,0,95,1
45,-1,76,1
46,3,86,1
46,0,93,1
44,1,107,1
56,1,81,1
48,0,88,1
55,0,96,4
49,-1,77,1
49,0,77,1
37,0,80,1
37,0,97,1
55,0,97,4
37,0,77,1
43,0,81,1
55,-4,95,1
51,-4,87,1
38,3,92,1
49,0,88,1
51,0,87,1
37,0,79,1
41,1,76,1
44,-1,85,1
37,0,97,1
37,5,80,1
37,0,83,1
37,0,76,1
76,0,80,5
45,0,81,1
45,2,80,1
57,3,83,1
37,0,108,1
37,0,83,1
37,0,77,1
51,1,78,1
79,0,83,5
55,-5,82,1
43,0,85,1
41,0,77,1
37,0,78,1
80,0,85,5
46,0,86,1
41,0,84,1
37,0,78,1
40,-1,86,1
37,0,79,1
37,0,76,1
39,3,106,1
68,0,112,1
37,0,76,1
103,5,104,5
37,0,77,1
47,-1,88,1
77,0,81,5
37,0,77,1
37,0,100,1
43,-4,80,1
40,4,107,1
42,5,86,1
37,0,82,1
49,0,79,1
41,-5,76,1
43,5,79,1
41,-1,84,1
85,0,88,5
37,0,79,1
45,-4,79,1
47,0,86,1
37,0,77,1
41,0,86,1
55,1,79,1
55,0,77,4
37,0,77,1
37,5,80,1
45,0,87,1
41,1,81,1
37,0,79,1
37,0,76,1
49,2,84,1
46,1,86,1
37,0,94,1
56,0,86,1
39,-4,76,1
41,-2,80,1
102,4,102,5
81,1,84,5
42,0,77,1
37,0,77,1
45,1,81,1
37,0,98,1
44,0,83,1
55,0,95,4
79,-1,83,5
37,0,77,1
55,0,95,4
37,0,82,1
45,0,79,1
43,0,88,1
37,0,81,1
56,1,86,1
123,1409,105,5
45,2,77,1
53,0,84,1
55,0,77,4
42,-1,86,1
56,0,97,4
82,0,86,5
63,5,111,1
55,-2,96,4
42,-3,77,1
37,0,76,1
56,0,97,4
37,0,75,1
37,0,76,1
37,0,107,1
50,1,83,1
55,0,83,1
40,0,77,1
54,-4,82,1
81,-3,84,5
46,2,93,1
55,0,82,4
45,-5,81,1
55,0,80,4
56,1,86,1
47,2,81,1
37,0,78,1
40,-2,86,1
37,0,93,1
37,0,105,1
45,1,83,1
37,0,97,1
37,0,77,1
44,0,82,1
51,-1,78,1
56,3,77,4
37,0,79,1
53,-4,87,1
46,4,81,1
37,0,78,1
37,0,76,1
56,0,95,4
56,0,77,4
56,-1,97,1
45,2,81,1
37,-5,83,1
44,0,83,1
51,1,88,1
55,0,95,4
45,0,93,1
54,0,81,1
56,3,98,4
44,0,77,1
79,-2,83,5
41,0,82,1
80,0,84,5
55,0,77,4
56,5,97,1
56,3,98,4
55,0,93,4
58,2,88,1
37,1,77,1
44,0,88,1
37,0,81,1
37,0,80,1
41,1,79,1
48,0,86,1
56,2,97,4
38,0,79,1
56,0,77,4
41,0,83,1
61,-5,111,1
41,1,76,1
45,-1,86,1
37,-1,97,1
47,2,78,1
55,-2,79,1
51,-5,80,1
45,1,82,1
53,-1,81,1
45,0,80,1
56,1,99,4
104,1,106,5
52,1,86,1
55,0,77,4
49,1,83,1
56,0,97,4
43,1,93,1
56,0,79,4
44,4,79,1
46,3,79,1
80,0,84,5
56,-1,96,1
48,2,80,1
52,10,95,1
37,0,78,1
49,0,88,1
37,0,79,1
43,2,86,1
37,3,77,1
47,0,90,1
41,1,77,1
55,0,96,4
55,3,80,1
41,0,83,1
43,2,81,1
37,0,76,1
37,0,77,1
46,0,86,1
85,0,88,5
55,-2,96,1
51,0,81,1
54,1,77,4
47,0,88,1
42,-5,77,1
58,-1,84,1
56,0,97,1
46,1,87,1
54,-4,83,1
37,0,81,1
49,0,79,1
50,-1,86,1
56,0,95,4
45,-1,80,1
45,-1,82,1
58,0,88,1
56,2,83,1
76,0,80,5
45,0,82,1
43,-1,76,1
39,2,83,1
37,0,81,1
47,0,95,1
37,2,77,1
56,6,76,4
37,0,77,1
49,2,79,1
56,-1,96,4
55,0,77,4
79,-3,83,5
42,5,78,1
38,0,94,1
55,0,79,4
56,-2,74,4
37,0,75,1
37,0,93,1
55,0,92,4
37,0,83,1
37,0,76,1
45,0,87,1
52,0,84,1
41,1,86,1
42,1,90,1
37,-2,77,1
45,0,79,1
42,-5,83,1
41,1,84,1
41,3,75,1
48,-1,84,1
37,-1,81,1
37,0,84,1
46,0,81,1
45,0,78,1
55,0,95,4
46,0,87,1
45,0,102,1
84,0,87,5
37,0,79,1
56,1,84,1
50,0,78,1
45,0,87,1
37,4,75,1
43,0,77,1
102,0,103,5
45,-4,81,1
47,0,75,1
41,0,81,1
37,0,82,1
41,1,76,1
49,0,83,1
37,0,77,1
37,0,95,1
103,-3,104,5
37,1,82,1
46,4,77,1
37,0,79,1
45,4,81,1
56,0,99,4
41,0,88,1
39,-3,81,1
37,0,83,1
71,32,82,2
49,-1,83,1
45,0,100,1
43,0,82,1
37,0,95,1
46,0,77,1
37,0,79,1
52,0,81,1
45,0,88,1
55,3,82,1
41,0,79,1
85,0,88,5
37,0,76,1
56,0,82,1
37,-1,96,1
37,0,96,1
37,0,82,1
37,0,77,1
49,2,83,1
37,-2,106,1
44,1,79,1
51,-1,84,1
39,0,76,1
41,0,89,1
37,0,78,1
47,-2,84,1
43,0,86,1
55,0,96,4
55,0,76,4
51,0,91,1
55,0,77,4
56,0,95,1
55,0,93,4
43,0,81,1
37,0,76,1
48,-2,77,1
37,0,76,1
41,4,79,1
56,-2,92,1
37,0,79,1
55,0,96,4
37,0,76,1
56,0,95,4
51,-1,83,1
80,4,84,5
43,3,77,1
43,0,81,1
55,0,77,4
56,0,85,1
39,-4,91,1
44,1,75,1
56,0,95,4
49,0,85,1
41,0,86,1
43,0,86,1
51,3,88,1
42,0,77,1
56,0,91,4
43,-1,84,1
56,0,78,4
56,0,78,4
55,-1,77,4
37,0,86,1
83,0,86,5
58,-1,91,1
43,-3,77,1
48,-2,76,1
55,0,82,4
37,0,76,1
47,3,95,1
55,-4,81,4
53,1,86,1
53,-1,86,1
38,0,93,1
46,-3,77,1
48,0,88,1
56,-2,86,1
55,4,83,1
42,3,79,1
37,0,80,1
45,2,76,1
45,0,80,1
37,0,79,1
55,0,82,4
56,0,97,4
37,0,105,1
37,0,80,1
45,0,86,1
45,0,78,1
56,0,97,4
51,0,90,1
55,0,77,4
46,4,84,1
45,2,81,1
43,0,81,1
46,1,77,1
37,4,76,1
37,-2,81,1
41,0,75,1
55,0,79,4
49,0,88,1
47,0,79,1
49,0,88,1
43,0,83,1
105,0,106,5
37,0,95,1
51,-2,87,1
43,0,81,1
37,0,80,1
37,2,90,1
46,0,76,1
37,0,77,1
42,0,79,1
50,-1,85,1
56,0,97,4
47,-1,76,1
56,1,97,4
41,0,76,1
82,0,85,5
47,0,79,1
80,0,84,5
37,0,79,1
56,1,76,4
38,0,104,1
44,-5,87,1
51,1,87,1
55,0,79,4
45,-2,81,1
83,0,87,5
56,0,95,4
81,0,84,5
46,0,89,1
37,0,76,1
43,-5,81,1
37,0,75,1
43,0,79,1
45,0,87,1
46,0,79,1
56,0,77,4
43,-1,80,1
37,0,78,1
66,1,109,1
50,-2,102,1
38,0,77,1
42,3,78,1
42,3,76,1
53,0,88,1
37,0,77,1
37,0,78,1
42,0,79,1
44,5,79,1
37,0,79,1
45,1,86,1
101,-2,102,5
37,0,76,1
55,0,77,4
46,4,87,1
49,0,83,1
37,0,77,1
55,0,79,4
37,0,106,1
56,0,97,4
37,0,99,1
37,0,106,1
43,0,86,1
37,0,75,1
55,0,78,4
41,-1,77,1
37,0,77,1
37,0,76,1
55,-1,97,4
49,0,87,1
53,0,88,1
51,1,102,1
37,0,75,1
37,-1,80,1
36,-5,83,1
51,0,86,1
37,1,79,1
37,0,104,1
53,1,85,1
56,0,96,4
79,0,83,5
53,0,80,1
54,2,79,1
37,0,76,1
37,0,106,1
39,-3,78,1
37,0,79,1
55,0,96,4
46,0,81,1
37,0,77,1
43,1,86,1
41,-1,81,1
37,0,83,1
37,0,75,1
50,0,88,1
37,0,74,1
45,0,88,1
41,0,79,1
55,0,77,4
45,0,81,1
49,0,81,1
49,0,78,1
37,0,103,1
38,-1,79,1
41,-1,76,1
44,-2,86,1
43,0,78,1
37,0,80,1
55,0,76,4
37,0,75,1
56,0,90,1
37,0,93,1
56,2,79,1
41,-4,83,1
45,0,74,1
55,0,86,1
54,0,86,1
45,-2,79,1
53,-3,88,1
37,0,76,1
55,-3,81,1
37,0,75,1
52,0,88,1
55,0,96,4
56,0,77,4
43,0,84,1
46,0,88,1
55,0,97,4
55,-1,82,1
52,-3,88,1
48,2,107,1
48,-3,81,1
42,1,77,1
49,0,88,1
37,0,76,1
56,0,96,1
55,0,81,1
39,0,86,1
37,0,79,1
55,-1,97,4
41,5,83,1
55,0,83,1
45,0,90,1
37,-2,79,1
49,2,79,1
43,-4,85,1
46,1,90,1
53,0,108,1
37,0,84,1
55,0,77,4
43,0,76,1
43,0,77,1
37,0,80,1
37,0,110,1
55,0,78,4
42,5,87,1
56,0,96,1
56,0,77,4
51,0,78,1
47,-4,85,1
41,2,78,1
41,-2,78,1
54,-16,77,4
37,0,104,1
45,0,88,1
46,2,77,1
37,0,83,1
81,0,86,5
56,-1,88,1
56,0,98,4
44,0,80,1
43,0,75,1
55,0,80,1
55,0,99,4
41,0,85,1
56,0,97,4
43,1,83,1
51,0,86,1
56,1,77,4
43,0,88,1
37,-1,79,1
77,3,81,5
41,0,88,1
37,0,79,1
105,3,106,5
37,0,76,1
56,0,83,1
50,4,77,1
51,0,79,1
37,0,77,1
44,0,81,1
38,0,90,1
46,0,88,1
44,-1,84,1
43,-2,81,1
37,0,77,1
48,0,79,1
56,1,80,1
51,-1,109,1
37,7,77,1
56,0,95,4
45,0,78,1
37,0,81,1
56,0,96,4
45,0,85,1
49,2,83,1
57,0,81,1
54,1,79,1
45,0,88,1
38,0,106,1
47,0,94,1
43,0,82,1
56,0,95,4
55,0,77,4
37,0,91,1
55,-1,97,4
45,-5,82,1
55,0,97,4
56,0,83,1
55,0,79,4
37,0,105,1
56,0,77,4
37,0,78,1
46,2,87,1
56,0,97,4
49,3,86,1
56,4,83,1
37,0,76,1
44,0,80,1
56,0,84,1
37,0,83,1
48,0,88,1
37,0,84,1
81,0,84,5
49,2,77,1
85,0,88,5
49,5,80,1
56,0,78,4
55,0,77,4
37,0,77,1
37,0,77,1
53,-21,91,4
49,0,85,1
38,2,93,1
38,4,92,1
41,0,83,1
55,-1,83,1
42,0,93,1
37,0,83,1
55,0,77,4
37,0,98,1
42,-1,79,1
39,0,77,1
37,0,95,1
53,3,81,1
56,5,96,4
56,0,77,4
56,0,79,4
49,-4,86,1
56,-1,97,4
37,0,75,1
37,-5,106,1
43,-3,106,1
40,0,79,1
54,1,86,1
41,3,84,1
56,0,78,1
56,0,77,4
37,0,77,1
39,0,97,1
107,0,108,5
37,0,75,1
41,1,79,1
37,0,75,1
37,0,108,1
49,0,81,1
53,-2,77,1
47,0,88,1
47,2,83,1
55,4,77,4
56,0,81,4
58,4,86,1
55,0,96,4
49,0,84,1
41,3,76,1
37,0,81,1
37,2,81,1
49,3,78,1
55,0,79,4
46,0,78,1
37,0,75,1
48,-2,86,1
48,0,81,1
45,0,79,1
49,4,81,1
55,1,86,1
37,0,76,1
41,3,76,1
42,2,79,1
37,0,79,1
43,0,88,1
55,0,96,4
55,0,82,1
44,2,86,1
41,-1,100,1
45,0,79,1
49,0,86,1
37,0,75,1
55,2,82,1
102,3,103,5
80,0,84,5
48,0,82,1
37,0,77,1
43,0,81,1
41,0,87,1
37,0,83,1
47,0,88,1
79,0,84,5
41,0,81,1
51,0,78,1
82,-5,86,5
43,0,86,1
49,0,90,1
56,0,97,4
45,1,78,1
49,-1,81,1
41,0,77,1
56,-4,92,1
57,-2,106,1
51,0,78,1
39,0,77,1
66,0,109,1
56,0,77,4
45,-1,87,1
56,-1,97,4
83,0,87,5
37,0,97,1
55,0,86,1
37,0,81,1
37,0,82,1
41,0,77,1
55,0,95,4
64,1,111,1
39,-2,78,1
49,0,85,1
59,2,108,1
56,0,96,4
37,0,105,1
55,3,77,4
37,0,77,1
46,-1,83,1
55,0,86,1
55,0,93,4
49,-5,86,1
37,0,75,1
53,0,86,1
42,-3,76,1
45,0,78,1
38,0,80,1
51,0,81,1
55,0,95,4
56,0,90,1
38,-5,107,1
37,0,78,1
43,0,88,1
48,0,86,1
37,0,106,1
37,0,76,1
56,0,78,4
37,0,77,1
37,0,104,1
49,0,77,1
37,0,80,1
54,2,83,1
55,0,78,4
55,-1,77,4
55,0,97,4
43,4,96,1
37,-2,75,1
44,1,82,1
51,2,86,1
56,5,95,4
41,2,88,1
46,0,86,1
43,-2,83,1
55,0,97,4
58,2,82,1
56,-5,88,1
37,0,76,1
41,3,102,1
49,-2,86,1
39,-4,79,1
43,0,77,1
44,4,87,1
49,-1,86,1
53,1,91,1
53,-1,87,1
42,-2,83,1
37,0,81,1
55,0,89,1
41,0,86,1
55,-1,98,1
38,3,92,1
37,0,76,1
44,-1,77,1
38,1,76,1
58,0,97,1
43,0,77,1
44,0,87,1
43,-2,84,1
51,1,102,1
37,0,79,1
43,-1,85,1
37,-1,76,1
56,0,83,1
37,0,107,1
37,0,76,1
56,0,78,4
37,0,82,1
45,0,84,1
45,0,81,1
38,0,93,1
58,0,81,1
42,0,76,1
58,0,85,1
55,0,77,4
37,3,109,1
47,2,90,1
37,0,106,1
42,0,79,1
37,0,80,1
37,0,80,1
45,-1,81,1
62,-4,112,1
56,0,97,4
37,0,81,1
51,0,79,1
44,2,76,1
43,-3,77,1
43,0,81,1
53,0,80,1
46,0,77,1
37,0,79,1
56,4,89,1
85,-2,89,5
55,0,79,4
37,0,105,1
56,0,86,1
56,0,77,4
37,0,79,1
45,0,81,1
39,0,79,1
56,4,97,4
56,0,81,4
81,0,84,5
52,0,85,1
37,0,95,1
85,0,89,5
44,-1,77,1
56,0,95,4
56,2,98,4
37,0,83,1
42,1,76,1
55,0,93,4
39,3,79,1
53,-1,86,1
55,0,77,4
47,-2,108,1
41,0,79,1
37,0,75,1
43,0,85,1
46,2,83,1
39,-2,81,1
37,0,94,1
84,0,88,5
37,0,81,1
37,0,80,1
45,0,86,1
37,0,104,1
42,0,86,1
56,0,96,4
39,-2,80,1
56,0,78,4
38,0,77,1
55,0,95,4
44,-3,89,1
56,0,95,1
43,0,76,1
37,5,83,1
41,-1,83,1
41,-2,108,1
43,-5,77,1
50,0,78,1
46,0,88,1
56,0,93,4
37,5,78,1
44,-2,79,1
55,0,97,4
45,-2,81,1
37,0,76,1
37,0,84,1
41,4,79,1
44,0,86,1
55,2,83,1
41,0,76,1
52,0,88,1
43,0,78,1
46,0,84,1
37,0,92,1
45,0,79,1
46,2,81,1
38,3,77,1
37,-11,106,1
45,-1,86,1
41,0,76,1
42,-1,83,1
53,2,86,1
79,-2,84,5
37,0,80,1
55,0,79,4
52,1,88,1
55,0,98,4
45,0,86,1
44,3,76,1
56,0,81,4
43,0,86,1
46,1,102,1
51,0,77,1
55,-1,86,1
39,1,81,1
84,5,89,5
39,-2,79,1
37,0,105,1
43,2,76,1
44,0,76,1
44,1,86,1
41,0,90,1
41,0,80,1
56,0,97,4
42,5,87,1
37,2,80,1
57,3,88,1
55,0,92,4
58,0,88,1
56,0,99,4
40,2,76,1
56,0,95,4
49,0,85,1
45,-5,81,1
79,1,84,5
45,3,93,1
45,0,79,1
49,-2,77,1
41,0,87,1
37,0,76,1
55,0,79,4
55,0,92,4
55,0,92,4
37,0,76,1
37,0,78,1
37,0,79,1
47,1,108,1
37,0,77,1
85,0,88,5
49,0,81,1
56,0,79,1
47,0,82,1
56,3,79,4
43,0,106,1
37,0,80,1
55,0,77,4
44,-1,79,1
37,0,77,1
38,3,77,1
38,-1,77,1
46,0,85,1
55,-1,98,4
46,0,79,1
55,0,79,4
62,0,109,1
37,2,77,1
51,0,87,1
37,0,80,1
42,-1,106,1
47,0,81,1
51,4,84,1
54,0,108,1
51,0,87,1
39,-5,81,1
56,0,96,4
56,0,97,4
39,0,78,1
85,-1,89,5
46,0,86,1
51,0,88,1
57,3,90,1
55,0,77,4
82,0,85,5
43,0,82,1
101,-4,102,5
104,3,105,5
37,0,91,1
53,-1,77,1
37,0,79,1
37,0,107,1
58,0,81,1
37,0,95,1
56,2,84,1
56,-1,97,4
45,2,81,1
37,0,104,1
43,5,108,1
37,0,76,1
56,3,98,4
45,0,79,1
49,0,88,1
44,0,79,1
48,0,81,1
56,0,98,4
82,0,86,5
71,-10,76,5
37,0,75,1
44,3,76,1
54,-5,74,4
37,0,80,1
43,2,76,1
56,0,76,4
56,0,92,4
37,5,77,1
53,0,77,1
55,0,82,4
53,-3,108,1
37,0,77,1
41,0,77,1
37,0,93,1
37,0,81,1
55,-4,81,4
49,1,86,1
45,-2,81,1
55,0,77,4
37,0,77,1
56,0,96,1
45,0,86,1
84,0,88,5
44,4,107,1
37,1,106,1
41,0,76,1
49,0,90,1
50,0,107,1
49,0,89,1
44,2,87,1
37,0,76,1
37,0,79,1
51,0,86,1
56,0,92,4
55,0,82,4
37,0,77,1
55,0,96,4
51,-5,109,1
48,0,86,1
55,0,97,4
47,-3,88,1
56,2,86,1
43,0,83,1
105,0,106,5
41,0,87,1
37,0,75,1
56,1,79,4
56,0,79,4
